oln_id_a	oln_id_b	score	edge_type
YJL128C	YCR073C	7.223861	kinase->target_protein
YCR073C	YJL128C	7.223861	kinase->target_protein
YLR006C	YCR073C	7.188011	kinase->target_protein
YMR104C	YDR490C	7.18759	kinase->target_protein
YKL101W	YKL048C	7.164817	kinase->target_protein
YKL190W	YHR030C	7.11714	kinase->target_protein
YDL225W	YPL153C	7.07939	kinase->target_protein
YIR006C	YBR059C	7.05768	kinase->target_protein
YPL256C	YFL029C	7.05312	kinase->target_protein
YDR507C	YNL298W	7.05312	kinase->target_protein
YAL024C	YNL298W	7.051453	kinase->target_protein
YML036W	YGR262C	7.023011	kinase->target_protein
YLR248W	YJL128C	6.98961	kinase->target_protein
YNR016C	YDR477W	6.96858	kinase->target_protein
YMR205C	YDR477W	6.93017	kinase->target_protein
YPL042C	YDR477W	6.928878	kinase->target_protein
YNL025C	YDR477W	6.928878	kinase->target_protein
YLR176C	YPL153C	6.89556	kinase->target_protein
YKL038W	YJL165C	6.874448	kinase->target_protein
YHR030C	YBR160W	6.835519	kinase->target_protein
YOR033C	YPL153C	6.8146	kinase->target_protein
YJR035W	YBR136W	6.8146	kinase->target_protein
YPL089C	YKL161C	6.81279	kinase->target_protein
YBR160W	YOR061W	6.797931	kinase->target_protein
YLR437C	YDL101C	6.79343	kinase->target_protein
YIL072W	YBR136W	6.79343	kinase->target_protein
YFR029W	YNL154C	6.79343	kinase->target_protein
YJR021C	YDL017W	6.79343	kinase->target_protein
YGL175C	YBL088C	6.79343	kinase->target_protein
YKL126W	YCR091W	6.79343	kinase->target_protein
YAL038W	YJL164C	6.79091	kinase->target_protein
YNL157W	YFL033C	6.79091	kinase->target_protein
YBR274W	YBR136W	6.78575	kinase->target_protein
YML058W	YBR136W	6.78575	kinase->target_protein
YHR107C	YMR001C	6.769177	kinase->target_protein
YJR076C	YCL024W	6.76899	kinase->target_protein
YIL106W	YPR111W	6.76899	kinase->target_protein
YNL312W	YBR136W	6.76492	kinase->target_protein
YBR066C	YDR477W	6.74928	kinase->target_protein
YBL051C	YPL153C	6.74928	kinase->target_protein
YJL164C	YJL141C	6.74928	kinase->target_protein
YNL243W	YIL095W	6.73607	kinase->target_protein
YJL095W	YOR231W	6.732531	kinase->target_protein
YOR231W	YJL095W	6.732531	kinase->target_protein
YBR010W	YPL153C	6.73201	kinase->target_protein
YBR195C	YJL141C	6.72801	kinase->target_protein
YKL129C	YNL298W	6.72404	kinase->target_protein
YKL129C	YHL007C	6.72404	kinase->target_protein
YMR037C	YFL033C	6.71636	kinase->target_protein
YML058W	YPL153C	6.71636	kinase->target_protein
YLR096W	YBR160W	6.70599	kinase->target_protein
YGR252W	YHR079C	6.70234	kinase->target_protein
YCR059C	YBR160W	6.70234	kinase->target_protein
YER155C	YIL095W	6.69485	kinase->target_protein
YLR437C	YBR136W	6.69485	kinase->target_protein
YBL047C	YIL095W	6.69485	kinase->target_protein
YOR133W	YLR248W	6.69485	kinase->target_protein
YDR385W	YLR248W	6.69485	kinase->target_protein
YGL035C	YKL048C	6.69485	kinase->target_protein
YMR036C	YHR135C	6.69485	kinase->target_protein
YMR036C	YNL154C	6.69485	kinase->target_protein
YKL159C	YNL307C	6.69485	kinase->target_protein
YDR388W	YBL016W	6.69485	kinase->target_protein
YIL109C	YPL204W	6.69485	kinase->target_protein
YLR045C	YMR001C	6.69485	kinase->target_protein
YLR229C	YHL007C	6.676971	kinase->target_protein
YER040W	YJR066W	6.669458	kinase->target_protein
YGL022W	YBL105C	6.665881	kinase->target_protein
YLR319C	YBR160W	6.65043	kinase->target_protein
YAL038W	YBR160W	6.65043	kinase->target_protein
YPR141C	YBR160W	6.65043	kinase->target_protein
YLR457C	YBR160W	6.65043	kinase->target_protein
YJR059W	YBR160W	6.65043	kinase->target_protein
YNR031C	YLR113W	6.635906	kinase->target_protein
YNL166C	YDR507C	6.63007	kinase->target_protein
YCR002C	YDR507C	6.63007	kinase->target_protein
YDR216W	YJL164C	6.61503	kinase->target_protein
YKL052C	YPL209C	6.61503	kinase->target_protein
YDL220C	YBL088C	6.61503	kinase->target_protein
YDR054C	YKL166C	6.61503	kinase->target_protein
YEL061C	YBR160W	6.61503	kinase->target_protein
YLR133W	YBL105C	6.61503	kinase->target_protein
YER027C	YOR061W	6.61503	kinase->target_protein
YDR283C	YDR283C	6.61503	kinase->target_protein
YMR032W	YBR160W	6.61503	kinase->target_protein
YGL201C	YDL017W	6.61503	kinase->target_protein
YDL028C	YBR160W	6.61503	kinase->target_protein
YMR109W	YOR061W	6.61503	kinase->target_protein
YHL020C	YIL035C	6.61503	kinase->target_protein
YHL020C	YOR061W	6.61503	kinase->target_protein
YGR038W	YKL126W	6.61503	kinase->target_protein
YGL008C	YHR135C	6.61503	kinase->target_protein
YGL008C	YNL154C	6.61503	kinase->target_protein
YMR133W	YBR136W	6.61503	kinase->target_protein
YOR057W	YOR061W	6.61503	kinase->target_protein
YKR037C	YPL209C	6.61503	kinase->target_protein
YNL189W	YOR061W	6.61503	kinase->target_protein
YNL189W	YIL035C	6.61503	kinase->target_protein
YPL232W	YJL164C	6.61503	kinase->target_protein
YCL032W	YHR135C	6.61503	kinase->target_protein
YJR007W	YIL035C	6.61503	kinase->target_protein
YJR007W	YOR061W	6.61503	kinase->target_protein
YDR172W	YKL166C	6.61503	kinase->target_protein
YDR172W	YPL203W	6.61503	kinase->target_protein
YDR172W	YJL164C	6.61503	kinase->target_protein
YPL209C	YPL209C	6.6079251	kinase->target_protein
YML006C	YDR477W	6.578621	kinase->target_protein
YMR273C	YNL307C	6.57783	kinase->target_protein
YDL006W	YJL128C	6.552308	kinase->target_protein
YMR280C	YDR477W	6.54664	kinase->target_protein
YNL236W	YDR477W	6.531679	kinase->target_protein
YGR229C	YHR030C	6.51493	kinase->target_protein
YPL219W	YPL031C	6.50957	kinase->target_protein
YMR037C	YPL203W	6.50844	kinase->target_protein
YJL092W	YBR160W	6.44174	kinase->target_protein
YIL147C	YDL235C	6.418061	kinase->target_protein
YOR066W	YBR160W	6.39821	kinase->target_protein
YDR263C	YDL101C	6.3968	kinase->target_protein
YGL144C	YNL307C	6.3968	kinase->target_protein
YGL144C	YMR139W	6.3968	kinase->target_protein
YPR119W	YJL187C	6.39151	kinase->target_protein
YGL003C	YKL101W	6.3846272	kinase->target_protein
YKL101W	YNL298W	6.3816	kinase->target_protein
YPL256C	YBL105C	6.37538	kinase->target_protein
YDL140C	YLR113W	6.374629	kinase->target_protein
YPL115C	YMR001C	6.370187	kinase->target_protein
YER177W	YKL168C	6.35566	kinase->target_protein
YJR076C	YKL048C	6.345857	kinase->target_protein
YDR501W	YBR160W	6.34316	kinase->target_protein
YOR195W	YBR160W	6.34316	kinase->target_protein
YLR045C	YBR160W	6.34316	kinase->target_protein
YIL101C	YBR160W	6.34316	kinase->target_protein
YGL179C	YDR477W	6.333541	kinase->target_protein
YER133W	YOR351C	6.325531	kinase->target_protein
YLL021W	YOR231W	6.31204	kinase->target_protein
YBL105C	YDR490C	6.307951	kinase->target_protein
YGR180C	YDL101C	6.306549	kinase->target_protein
YMR190C	YPL153C	6.298299	kinase->target_protein
YLR182W	YPL204W	6.264151	kinase->target_protein
YMR243C	YLR248W	6.25795	kinase->target_protein
YIL033C	YJL141C	6.23527	kinase->target_protein
YER106W	YMR001C	6.23527	kinase->target_protein
YNL229C	YKL203C	6.225319	kinase->target_protein
YPR019W	YBR136W	6.21807	kinase->target_protein
YBR160W	YGR092W	6.206139	kinase->target_protein
YHR030C	YHR030C	6.1962	kinase->target_protein
YBR160W	YPL203W	6.18888	kinase->target_protein
YER095W	YBR136W	6.18888	kinase->target_protein
YER095W	YBL088C	6.18888	kinase->target_protein
YLR086W	YMR001C	6.16588	kinase->target_protein
YMR307W	YHR030C	6.16245	kinase->target_protein
YLR314C	YCL024W	6.15813	kinase->target_protein
YNL006W	YKL203C	6.15813	kinase->target_protein
YNL289W	YHR030C	6.157779	kinase->target_protein
YBR160W	YKL048C	6.15244	kinase->target_protein
YNL084C	YIL095W	6.14914	kinase->target_protein
YBR160W	YKL101W	6.125179	kinase->target_protein
YLR113W	YJL187C	6.112681	kinase->target_protein
YLR206W	YIL095W	6.110767	kinase->target_protein
YLR113W	YCR073C	6.109971	kinase->target_protein
YLR113W	YIL147C	6.109971	kinase->target_protein
YOR212W	YBL016W	6.109971	kinase->target_protein
YGR140W	YPL209C	6.096937	kinase->target_protein
YMR273C	YHR030C	6.084359	kinase->target_protein
YLL021W	YHR030C	6.05798	kinase->target_protein
YOR257W	YHR102W	6.05409	kinase->target_protein
YDL101C	YBR136W	6.05002	kinase->target_protein
YDL006W	YJL095W	5.994769	kinase->target_protein
YOR014W	YBR160W	5.99109	kinase->target_protein
YMR149W	YBL105C	5.98744	kinase->target_protein
YEL002C	YBL105C	5.98744	kinase->target_protein
YKL161C	YJL095W	5.94398	kinase->target_protein
YDR507C	YCL024W	5.917811	kinase->target_protein
YGL115W	YER129W	5.90018	kinase->target_protein
YPR111W	YBR160W	5.88358	kinase->target_protein
YER177W	YPL153C	5.88047	kinase->target_protein
YPR115W	YLR113W	5.87908	kinase->target_protein
YER133W	YJL095W	5.878711	kinase->target_protein
YJR092W	YBR160W	5.84207	kinase->target_protein
YBR038W	YBR160W	5.84207	kinase->target_protein
YNR047W	YBR160W	5.84207	kinase->target_protein
YDR293C	YPL031C	5.84207	kinase->target_protein
YLR410W	YPL031C	5.84207	kinase->target_protein
YPL166W	YGL180W	5.841217	kinase->target_protein
YKL139W	YDR477W	5.836489	kinase->target_protein
YDR477W	YKL139W	5.836489	kinase->target_protein
YGR097W	YKL161C	5.834698	kinase->target_protein
YHR102W	YNL161W	5.83052	kinase->target_protein
YDL006W	YHR030C	5.819749	kinase->target_protein
YIL106W	YAR019C	5.81381	kinase->target_protein
YDR135C	YIL035C	5.81172	kinase->target_protein
YDR135C	YJL165C	5.81172	kinase->target_protein
YIL031W	YMR001C	5.80901	kinase->target_protein
YGL116W	YKL101W	5.771239	kinase->target_protein
YLR131C	YHR102W	5.76545	kinase->target_protein
YGL180W	YGL180W	5.73962	kinase->target_protein
YGL253W	YDR477W	5.730939	kinase->target_protein
YKL182W	YDR477W	5.72497	kinase->target_protein
YJR076C	YBR160W	5.72041	kinase->target_protein
YDR113C	YBR136W	5.72041	kinase->target_protein
YBR021W	YNL154C	5.6989	kinase->target_protein
YBR021W	YHR135C	5.6989	kinase->target_protein
YEL062W	YNL154C	5.6989	kinase->target_protein
YEL062W	YHR135C	5.6989	kinase->target_protein
YKL038W	YDR477W	5.6989	kinase->target_protein
YER171W	YDL108W	5.69632	kinase->target_protein
YDR162C	YDL028C	5.68912	kinase->target_protein
YBR112C	YDR477W	5.68646	kinase->target_protein
YGL019W	YIL035C	5.682579	kinase->target_protein
YFL031W	YHR079C	5.681216	kinase->target_protein
YBR160W	YNL298W	5.67661	kinase->target_protein
YGL197W	YNL307C	5.67661	kinase->target_protein
YMR036C	YNL307C	5.67009	kinase->target_protein
YNL294C	YHR030C	5.669711	kinase->target_protein
YOL051W	YPL042C	5.667998	kinase->target_protein
YJL034W	YHR079C	5.662869	kinase->target_protein
YLR305C	YJL095W	5.659861	kinase->target_protein
YDR439W	YDL017W	5.6551	kinase->target_protein
YDR439W	YMR001C	5.6551	kinase->target_protein
YGR009C	YLR096W	5.6551	kinase->target_protein
YHR014W	YMR001C	5.6551	kinase->target_protein
YCL029C	YJR066W	5.64076	kinase->target_protein
YLR113W	YGL158W	5.64076	kinase->target_protein
YGR040W	YLR113W	5.640151	kinase->target_protein
YNR009W	YBR160W	5.62951	kinase->target_protein
YMR153W	YJL165C	5.62951	kinase->target_protein
YMR153W	YNL154C	5.62951	kinase->target_protein
YML055W	YDL028C	5.62951	kinase->target_protein
YDR468C	YJL164C	5.62951	kinase->target_protein
YOL018C	YJL164C	5.62951	kinase->target_protein
YIL105C	YDR490C	5.618641	kinase->target_protein
YIL105C	YOL100W	5.618641	kinase->target_protein
YDR207C	YNL307C	5.591409	kinase->target_protein
YNL172W	YMR001C	5.58571	kinase->target_protein
YLR127C	YMR001C	5.58571	kinase->target_protein
YDR118W	YMR001C	5.58571	kinase->target_protein
YLR102C	YMR001C	5.58571	kinase->target_protein
YLR399C	YOR061W	5.58571	kinase->target_protein
YLR399C	YIL035C	5.58571	kinase->target_protein
YDR099W	YPL204W	5.58571	kinase->target_protein
YLR314C	YNL298W	5.58571	kinase->target_protein
YMR001C	YDL017W	5.58571	kinase->target_protein
YDL017W	YDL017W	5.58571	kinase->target_protein
YDR358W	YHR030C	5.58571	kinase->target_protein
YAR002W	YLR113W	5.58571	kinase->target_protein
YJL093C	YLR113W	5.58571	kinase->target_protein
YGR184C	YHR135C	5.58571	kinase->target_protein
YBL105C	YBR160W	5.53095	kinase->target_protein
YLR176C	YDL101C	5.51249	kinase->target_protein
YLR176C	YBR136W	5.51249	kinase->target_protein
YJL115W	YDL101C	5.502809	kinase->target_protein
YER111C	YPL153C	5.4884	kinase->target_protein
YJR076C	YDR507C	5.48377	kinase->target_protein
YPL180W	YJR066W	5.478719	kinase->target_protein
YDL220C	YPL153C	5.47275	kinase->target_protein
YGL003C	YJL106W	5.45124	kinase->target_protein
YNL178W	YPL204W	5.45124	kinase->target_protein
YHR135C	YER123W	5.44323	kinase->target_protein
YER123W	YHR135C	5.44323	kinase->target_protein
YHR030C	YKL203C	5.437686	kinase->target_protein
YDR477W	YPL031C	5.43424	kinase->target_protein
YJL013C	YGR188C	5.43153	kinase->target_protein
YDR217C	YMR001C	5.43153	kinase->target_protein
YHR030C	YNL307C	5.43153	kinase->target_protein
YJR076C	YMR001C	5.414957	kinase->target_protein
YHR030C	YKL126W	5.414781	kinase->target_protein
YKL126W	YHR030C	5.414781	kinase->target_protein
YOR171C	YPL031C	5.41273	kinase->target_protein
YHR030C	YDL079C	5.41273	kinase->target_protein
YHR030C	YOL128C	5.41273	kinase->target_protein
YDR283C	YDR490C	5.38459	kinase->target_protein
YMR039C	YJL128C	5.38439	kinase->target_protein
YAL028W	YBR160W	5.38193	kinase->target_protein
YML074C	YIL035C	5.38185	kinase->target_protein
YMR036C	YOR061W	5.38185	kinase->target_protein
YJR049C	YAL017W	5.38185	kinase->target_protein
YDR103W	YDL159W	5.378311	kinase->target_protein
YNL088W	YBL105C	5.378311	kinase->target_protein
YLR350W	YKL126W	5.36214	kinase->target_protein
YFL033C	YKL166C	5.36214	kinase->target_protein
YFL033C	YPL203W	5.36214	kinase->target_protein
YJL141C	YKL166C	5.36214	kinase->target_protein
YML016C	YMR216C	5.34334	kinase->target_protein
YJL164C	YNL307C	5.34334	kinase->target_protein
YDR168W	YDL028C	5.33919	kinase->target_protein
YDR168W	YBR160W	5.33919	kinase->target_protein
YDR480W	YBL016W	5.3266882	kinase->target_protein
YKL101W	YKL101W	5.32629	kinase->target_protein
YMR070W	YAL017W	5.32629	kinase->target_protein
YMR273C	YAL017W	5.32629	kinase->target_protein
YAR014C	YJL187C	5.32373	kinase->target_protein
YJL076W	YGR092W	5.32373	kinase->target_protein
YMR295C	YHR030C	5.283191	kinase->target_protein
YBR083W	YLR113W	5.27744	kinase->target_protein
YLR006C	YJL128C	5.277134	kinase->target_protein
YBR109C	YFR014C	5.27679	kinase->target_protein
YDL056W	YBR160W	5.239719	kinase->target_protein
YDR507C	YKL101W	5.23937	kinase->target_protein
YDL022W	YLR113W	5.238246	kinase->target_protein
YLR032W	YDL101C	5.236284	kinase->target_protein
YHR030C	YJR066W	5.233826	kinase->target_protein
YAR019C	YHL007C	5.22908	kinase->target_protein
YGL130W	YDL108W	5.22908	kinase->target_protein
YPR119W	YFL029C	5.22908	kinase->target_protein
YFL034C-B	YHR102W	5.22908	kinase->target_protein
YDL127W	YHR030C	5.22908	kinase->target_protein
YOR231W	YPL140C	5.18917	kinase->target_protein
YPL140C	YOR231W	5.18917	kinase->target_protein
YPL031C	YBR160W	5.18528	kinase->target_protein
YJL095W	YPL140C	5.174451	kinase->target_protein
YPL140C	YJL095W	5.174451	kinase->target_protein
YDL126C	YBL105C	5.16993	kinase->target_protein
YBR133C	YDR507C	5.16993	kinase->target_protein
YPR070W	YPL042C	5.158283	kinase->target_protein
YDR443C	YPL042C	5.158283	kinase->target_protein
YLR187W	YBR160W	5.09955	kinase->target_protein
YLL039C	YBR160W	5.09955	kinase->target_protein
YKL190W	YJL095W	5.08653	kinase->target_protein
YER151C	YBR160W	5.085809	kinase->target_protein
YGR225W	YBR160W	5.07984	kinase->target_protein
YLR006C	YLR113W	5.077826	kinase->target_protein
YDR443C	YLR113W	5.064341	kinase->target_protein
YGR282C	YBL105C	5.044631	kinase->target_protein
YGR040W	YJL128C	5.044631	kinase->target_protein
YIL050W	YBR160W	5.04399	kinase->target_protein
YOR315W	YBR160W	5.04399	kinase->target_protein
YGR035C	YBR160W	5.04399	kinase->target_protein
YPL089C	YBL105C	5.025831	kinase->target_protein
YHR135C	YNL154C	5.021769	kinase->target_protein
YNL154C	YHR135C	5.021769	kinase->target_protein
YOR208W	YJL128C	5.02116	kinase->target_protein
YHR107C	YCL024W	5.020541	kinase->target_protein
YER129W	YDR477W	5.020541	kinase->target_protein
YHR084W	YBL016W	5.020541	kinase->target_protein
YER093C	YKL203C	5.020541	kinase->target_protein
YGR032W	YHR030C	5.01653	kinase->target_protein
YPL031C	YDR477W	5.01007	kinase->target_protein
YHR205W	YFL033C	5.000831	kinase->target_protein
YCR088W	YBR160W	4.98856	kinase->target_protein
YFL021W	YDR477W	4.98856	kinase->target_protein
YGR109C	YBR160W	4.98142	kinase->target_protein
YBR160W	YDR507C	4.97422	kinase->target_protein
YMR055C	YNL298W	4.96171	kinase->target_protein
YDL160C	YMR216C	4.96171	kinase->target_protein
YER133W	YPL031C	4.96171	kinase->target_protein
YNL053W	YOR231W	4.96171	kinase->target_protein
YOR208W	YOR231W	4.96171	kinase->target_protein
YDL194W	YPL026C	4.96171	kinase->target_protein
YDR293C	YJR066W	4.96171	kinase->target_protein
YLR248W	YNR031C	4.9402	kinase->target_protein
YDR356W	YBL105C	4.9402	kinase->target_protein
YMR001C	YKL101W	4.922457	kinase->target_protein
YLR399C	YPL042C	4.91917	kinase->target_protein
YNL307C	YNL307C	4.91917	kinase->target_protein
YJL030W	YDL028C	4.90256	kinase->target_protein
YBL047C	YBR059C	4.88076	kinase->target_protein
YHL033C	YDR477W	4.88076	kinase->target_protein
YLR150W	YDR477W	4.88076	kinase->target_protein
YGR140W	YNL307C	4.87081	kinase->target_protein
YGL073W	YFL033C	4.87081	kinase->target_protein
YCR053W	YKL203C	4.85617	kinase->target_protein
YFR015C	YPL031C	4.82186	kinase->target_protein
YBR160W	YAR019C	4.8173	kinase->target_protein
YPL256C	YPL031C	4.8173	kinase->target_protein
YGL180W	YPL031C	4.81269	kinase->target_protein
YJR089W	YPL209C	4.797767	kinase->target_protein
YBR136W	YPL153C	4.796971	kinase->target_protein
YBR136W	YBL088C	4.7867	kinase->target_protein
YER032W	YNL161W	4.786677	kinase->target_protein
YJL095W	YOR061W	4.778171	kinase->target_protein
YOR061W	YJL095W	4.778171	kinase->target_protein
YDL125C	YDL108W	4.7735	kinase->target_protein
YDR448W	YLR113W	4.769358	kinase->target_protein
YPL049C	YPL031C	4.7663	kinase->target_protein
YJR060W	YBL088C	4.76519	kinase->target_protein
YJR060W	YBR136W	4.76519	kinase->target_protein
YOR033C	YBR136W	4.76519	kinase->target_protein
YDL003W	YPL153C	4.76519	kinase->target_protein
YNL102W	YPL153C	4.76519	kinase->target_protein
YDR217C	YBL088C	4.76519	kinase->target_protein
YDL201W	YBR136W	4.76519	kinase->target_protein
YIL035C	YOR061W	4.763819	kinase->target_protein
YOR061W	YIL035C	4.763819	kinase->target_protein
YHR084W	YGR040W	4.761121	kinase->target_protein
YLR113W	YHR030C	4.758461	kinase->target_protein
YMR036C	YJL187C	4.758461	kinase->target_protein
YJL164C	YFL033C	4.755115	kinase->target_protein
YER111C	YBL105C	4.737041	kinase->target_protein
YJR057W	YPL153C	4.73634	kinase->target_protein
YNL298W	YKL048C	4.73634	kinase->target_protein
YLR113W	YHL007C	4.73634	kinase->target_protein
YJL106W	YBR160W	4.73634	kinase->target_protein
YAL024C	YMR001C	4.73634	kinase->target_protein
YMR224C	YBR136W	4.73634	kinase->target_protein
YML061C	YBR136W	4.73634	kinase->target_protein
YDL102W	YPL153C	4.73634	kinase->target_protein
YPR054W	YJL106W	4.73634	kinase->target_protein
YDR356W	YHR030C	4.73634	kinase->target_protein
YGR217W	YHR030C	4.708611	kinase->target_protein
YFL031W	YHR030C	4.708611	kinase->target_protein
YFL039C	YNR031C	4.69987	kinase->target_protein
YDR423C	YGL158W	4.69987	kinase->target_protein
YIL043C	YHL007C	4.69987	kinase->target_protein
YJL194W	YJL106W	4.69987	kinase->target_protein
YGL012W	YHL007C	4.69987	kinase->target_protein
YMR140W	YDR477W	4.69987	kinase->target_protein
YAL047C	YOR233W	4.69987	kinase->target_protein
YDL101C	YBL088C	4.6958	kinase->target_protein
YOR098C	YPL153C	4.6958	kinase->target_protein
YLR335W	YPL153C	4.6958	kinase->target_protein
YAR002W	YPL153C	4.6958	kinase->target_protein
YAR007C	YBL088C	4.6958	kinase->target_protein
YNL312W	YBL088C	4.6958	kinase->target_protein
YNL242W	YGL180W	4.66918	kinase->target_protein
YAL041W	YBR160W	4.66695	kinase->target_protein
YHL011C	YHR030C	4.663411	kinase->target_protein
YER124C	YNL161W	4.638307	kinase->target_protein
YLR131C	YBR160W	4.63687	kinase->target_protein
YJR083C	YBR160W	4.63687	kinase->target_protein
YJL084C	YBR160W	4.63687	kinase->target_protein
YDL088C	YBR160W	4.63687	kinase->target_protein
YPL115C	YBR160W	4.63687	kinase->target_protein
YOR198C	YBR160W	4.63687	kinase->target_protein
YPR171W	YBR160W	4.63687	kinase->target_protein
YCL014W	YBR160W	4.63687	kinase->target_protein
YNL278W	YBR160W	4.63687	kinase->target_protein
YPR030W	YBR160W	4.63687	kinase->target_protein
YIR023W	YBR160W	4.63687	kinase->target_protein
YDR052C	YBR160W	4.63687	kinase->target_protein
YBR102C	YBR160W	4.63687	kinase->target_protein
YOR178C	YBR160W	4.63687	kinase->target_protein
YAL031C	YBR160W	4.63687	kinase->target_protein
YJR090C	YBR160W	4.63687	kinase->target_protein
YOR070C	YBR160W	4.63687	kinase->target_protein
YIL112W	YBR160W	4.63687	kinase->target_protein
YHR158C	YBR160W	4.63687	kinase->target_protein
YDR439W	YBR160W	4.63687	kinase->target_protein
YKR095W	YBR160W	4.63687	kinase->target_protein
YLR190W	YBR160W	4.63687	kinase->target_protein
YIL106W	YBR160W	4.63687	kinase->target_protein
YLR219W	YBR160W	4.63687	kinase->target_protein
YDR097C	YBR160W	4.63687	kinase->target_protein
YOL070C	YBR160W	4.63687	kinase->target_protein
YDR001C	YBR160W	4.63687	kinase->target_protein
YOR098C	YBR160W	4.63687	kinase->target_protein
YDL089W	YBR160W	4.63687	kinase->target_protein
YIL122W	YBR160W	4.63687	kinase->target_protein
YNL102W	YBR160W	4.63687	kinase->target_protein
YJR033C	YBR160W	4.63687	kinase->target_protein
YDR028C	YPL031C	4.63687	kinase->target_protein
YOR217W	YBR160W	4.63687	kinase->target_protein
YOR127W	YBR160W	4.63687	kinase->target_protein
YPR018W	YBR160W	4.63687	kinase->target_protein
YER129W	YBR160W	4.63687	kinase->target_protein
YHR149C	YBR160W	4.63687	kinase->target_protein
YLR086W	YBR160W	4.63687	kinase->target_protein
YLL021W	YBR160W	4.63687	kinase->target_protein
YML034W	YBR160W	4.63687	kinase->target_protein
YKR091W	YBR160W	4.63687	kinase->target_protein
YLR006C	YBR160W	4.63687	kinase->target_protein
YMR005W	YBR160W	4.63687	kinase->target_protein
YGL049C	YBR160W	4.63687	kinase->target_protein
YNL321W	YBR160W	4.63687	kinase->target_protein
YDR348C	YBR160W	4.63687	kinase->target_protein
YHR159W	YBR160W	4.63687	kinase->target_protein
YNL058C	YBR160W	4.63687	kinase->target_protein
YPL014W	YBR160W	4.63687	kinase->target_protein
YER167W	YBR160W	4.6297651	kinase->target_protein
YPL203W	YKL166C	4.62854	kinase->target_protein
YKL166C	YPL203W	4.62854	kinase->target_protein
YPR159W	YHR030C	4.60475	kinase->target_protein
YGR189C	YHR030C	4.601661	kinase->target_protein
YMR238W	YHR030C	4.601661	kinase->target_protein
YFL014W	YLR113W	4.601661	kinase->target_protein
YER178W	YIL042C	4.594507	kinase->target_protein
YPL256C	YHL007C	4.58976	kinase->target_protein
YDR507C	YDR507C	4.58976	kinase->target_protein
YKL110C	YPL204W	4.58976	kinase->target_protein
YPR007C	YDL017W	4.58976	kinase->target_protein
YNL330C	YLR113W	4.58976	kinase->target_protein
YOL004W	YLR113W	4.58976	kinase->target_protein
YOL148C	YLR113W	4.58976	kinase->target_protein
YCR084C	YPL042C	4.58976	kinase->target_protein
YOR028C	YNL307C	4.58732	kinase->target_protein
YGL035C	YGL179C	4.58732	kinase->target_protein
YCR073W-A	YDR247W	4.58732	kinase->target_protein
YBR260C	YHR030C	4.586496	kinase->target_protein
YBR260C	YJL095W	4.586496	kinase->target_protein
YDL022W	YJL128C	4.559805	kinase->target_protein
YDR096W	YFL033C	4.553301	kinase->target_protein
YDR490C	YKL126W	4.553301	kinase->target_protein
YPR165W	YHR030C	4.553301	kinase->target_protein
YDL159W	YJL095W	4.553301	kinase->target_protein
YKL126W	YBL105C	4.553301	kinase->target_protein
YGR014W	YLR113W	4.54993	kinase->target_protein
YNL098C	YJL141C	4.54993	kinase->target_protein
YAL040C	YPL042C	4.545788	kinase->target_protein
YLR079W	YFL029C	4.545788	kinase->target_protein
YKR054C	YOR233W	4.5453	kinase->target_protein
YGR108W	YMR001C	4.52842	kinase->target_protein
YJR001W	YJL164C	4.51793	kinase->target_protein
YJR001W	YPL203W	4.51793	kinase->target_protein
YJR001W	YKL166C	4.51793	kinase->target_protein
YNL027W	YMR216C	4.51793	kinase->target_protein
YOR092W	YJL164C	4.51793	kinase->target_protein
YLL029W	YJL164C	4.51793	kinase->target_protein
YKL064W	YJL164C	4.51793	kinase->target_protein
YKL064W	YPL203W	4.51793	kinase->target_protein
YKL064W	YKL166C	4.51793	kinase->target_protein
YDR169C	YJL164C	4.51793	kinase->target_protein
YDR169C	YPL203W	4.51793	kinase->target_protein
YIL047C	YJL164C	4.51793	kinase->target_protein
YBR028C	YJL164C	4.51793	kinase->target_protein
YKR072C	YHR030C	4.516978	kinase->target_protein
YGR218W	YGR262C	4.49601	kinase->target_protein
YDR098C	YGR262C	4.49601	kinase->target_protein
YHR216W	YGR262C	4.49601	kinase->target_protein
YML056C	YGR262C	4.49601	kinase->target_protein
YER099C	YMR139W	4.49601	kinase->target_protein
YHL011C	YMR139W	4.49601	kinase->target_protein
YOL061W	YMR139W	4.49601	kinase->target_protein
YOR018W	YGL158W	4.49601	kinase->target_protein
YNL243W	YNL020C	4.49601	kinase->target_protein
YDR510W	YLL019C	4.49601	kinase->target_protein
YOL036W	YNL161W	4.49601	kinase->target_protein
YGR217W	YJL095W	4.49101	kinase->target_protein
YBL061C	YHR030C	4.49101	kinase->target_protein
YGL178W	YBR160W	4.482269	kinase->target_protein
YOR353C	YNL161W	4.4763	kinase->target_protein
YKL048C	YKL101W	4.461138	kinase->target_protein
YOR231W	YBL105C	4.44581	kinase->target_protein
YBL105C	YOR231W	4.44581	kinase->target_protein
YGL116W	YGR188C	4.44045	kinase->target_protein
YNL025C	YPL031C	4.44045	kinase->target_protein
YFL029C	YPR054W	4.429679	kinase->target_protein
YPL255W	YMR001C	4.42936	kinase->target_protein
YIR004W	YIL147C	4.42936	kinase->target_protein
YJR074W	YIL147C	4.42936	kinase->target_protein
